soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831117,Sugar Mill Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831118,Winery Cellar Hand,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831199,Food and Drink Factory Workers nec,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831311,Meat Process Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831312,Poultry Process Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,8160,Food and related products machine operators,2.0,-0.39504205,831313,Seafood Process Worker,13.0,-0.030387849999999998
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,351211,Butcher or Smallgoods Maker,6.0,-0.06584034166666666
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,831211,Meat Boner and Slicer,6.0,-0.06584034166666666
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,831212,Slaughterer,6.0,-0.06584034166666666
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,831311,Meat Process Worker,6.0,-0.06584034166666666
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,831312,Poultry Process Worker,6.0,-0.06584034166666666
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.7900841,7511,"Butchers, fishmongers and related food preparers",2.0,-0.39504205,831313,Seafood Process Worker,6.0,-0.06584034166666666
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,712999,Stationary Plant Operators nec,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831111,Baking Factory Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831112,Brewery Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831113,Confectionery Maker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831114,Dairy Products Maker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831115,Fruit and Vegetable Factory Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831116,Grain Mill Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831117,Sugar Mill Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831118,Winery Cellar Hand,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831199,Food and Drink Factory Workers nec,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831311,Meat Process Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831312,Poultry Process Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,8160,Food and related products machine operators,2.0,-0.21341055,831313,Seafood Process Worker,13.0,-0.016416196153846156
51-3092,Food Batchmakers,-0.4268211,7513,Dairy-products makers,2.0,-0.21341055,831114,Dairy Products Maker,1.0,-0.21341055
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,7514,"Fruit, vegetable and related preservers",2.0,-0.30926705,831199,Food and Drink Factory Workers nec,1.0,-0.30926705
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,712999,Stationary Plant Operators nec,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831111,Baking Factory Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831112,Brewery Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831113,Confectionery Maker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831114,Dairy Products Maker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831115,Fruit and Vegetable Factory Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831116,Grain Mill Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831117,Sugar Mill Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831118,Winery Cellar Hand,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831199,Food and Drink Factory Workers nec,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831311,Meat Process Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831312,Poultry Process Worker,13.0,-0.023789773076923076
51-3093,Food Cooking Machine Operators and Tenders,-0.6185341,8160,Food and related products machine operators,2.0,-0.30926705,831313,Seafood Process Worker,13.0,-0.023789773076923076
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.8881877,7223,Metal working machine tool setters and operators,1.0,-0.8881877,323211,Fitter (General),4.0,-0.222046925
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.8881877,7223,Metal working machine tool setters and operators,1.0,-0.8881877,323212,Fitter and Turner,4.0,-0.222046925
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.8881877,7223,Metal working machine tool setters and operators,1.0,-0.8881877,323214,Metal Machinist (First Class),4.0,-0.222046925
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",-0.8881877,7223,Metal working machine tool setters and operators,1.0,-0.8881877,712311,Engineering Production Worker,4.0,-0.222046925
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,3139,Process control technicians not elsewhere classified,2.0,-0.170592,712916,Paper and Pulp Mill Operator,2.0,-0.085296
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,3139,Process control technicians not elsewhere classified,2.0,-0.170592,832211,Product Assembler,2.0,-0.085296
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592,323312,Gunsmith,5.0,-0.0341184
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592,323313,Locksmith,5.0,-0.0341184
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592,323315,Saw Doctor,5.0,-0.0341184
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592,323411,Engineering Patternmaker,5.0,-0.0341184
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",-0.341184,7222,Toolmakers and related workers,2.0,-0.170592,323412,Toolmaker,5.0,-0.0341184
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,7223,Metal working machine tool setters and operators,3.0,-0.44159166666666666,323211,Fitter (General),4.0,-0.11039791666666667
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,7223,Metal working machine tool setters and operators,3.0,-0.44159166666666666,323212,Fitter and Turner,4.0,-0.11039791666666667
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,7223,Metal working machine tool setters and operators,3.0,-0.44159166666666666,323214,Metal Machinist (First Class),4.0,-0.11039791666666667
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,7223,Metal working machine tool setters and operators,3.0,-0.44159166666666666,712311,Engineering Production Worker,4.0,-0.11039791666666667
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8121,Metal processing plant operators,3.0,-0.44159166666666666,712311,Engineering Production Worker,1.0,-0.44159166666666666
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,399111,Boat Builder and Repairer,7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711511,Plastic Cablemaking Machine Operator,7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711512,Plastic Compounding and Reclamation Machine Operator,7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711513,Plastics Fabricator or Welder,7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711514,Plastics Production Machine Operator (General),7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711515,Reinforced Plastic and Composite Production Worker,7.0,-0.06308452380952381
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-1.324775,8142,Plastic products machine operators,3.0,-0.44159166666666666,711599,Plastics and Rubber Production Machine Operators nec,7.0,-0.06308452380952381
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7223,Metal working machine tool setters and operators,3.0,-0.29366366666666666,323211,Fitter (General),4.0,-0.07341591666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7223,Metal working machine tool setters and operators,3.0,-0.29366366666666666,323212,Fitter and Turner,4.0,-0.07341591666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7223,Metal working machine tool setters and operators,3.0,-0.29366366666666666,323214,Metal Machinist (First Class),4.0,-0.07341591666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7223,Metal working machine tool setters and operators,3.0,-0.29366366666666666,712311,Engineering Production Worker,4.0,-0.07341591666666666
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,399111,Boat Builder and Repairer,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711511,Plastic Cablemaking Machine Operator,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711512,Plastic Compounding and Reclamation Machine Operator,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711513,Plastics Fabricator or Welder,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711514,Plastics Production Machine Operator (General),7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711515,Reinforced Plastic and Composite Production Worker,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,8142,Plastic products machine operators,3.0,-0.29366366666666666,711599,Plastics and Rubber Production Machine Operators nec,7.0,-0.04195195238095238
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7221,"Blacksmiths, hammersmiths and forging press workers",3.0,-0.29366366666666666,322111,Blacksmith,2.0,-0.14683183333333333
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.880991,7221,"Blacksmiths, hammersmiths and forging press workers",3.0,-0.29366366666666666,322113,Farrier,2.0,-0.14683183333333333
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,7223,Metal working machine tool setters and operators,3.0,-0.395351,323211,Fitter (General),4.0,-0.09883775
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,7223,Metal working machine tool setters and operators,3.0,-0.395351,323212,Fitter and Turner,4.0,-0.09883775
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,7223,Metal working machine tool setters and operators,3.0,-0.395351,323214,Metal Machinist (First Class),4.0,-0.09883775
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,7223,Metal working machine tool setters and operators,3.0,-0.395351,712311,Engineering Production Worker,4.0,-0.09883775
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,8121,Metal processing plant operators,3.0,-0.395351,712311,Engineering Production Worker,1.0,-0.395351
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,8142,Plastic products machine operators,3.0,-0.395351,399111,Boat Builder and Repairer,7.0,-0.056478714285714285
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-1.186053,8142,Plastic products machine operators,3.0,-0.395351,711511,Plastic Cablemaking Machine Operator,7.0,-0.056478714285714285
