soc_code,soc_title,aioe,isco_code,isco_title,n_isco,aioe_soc_split,anzsco_code,anzsco_title,n_anzsco,aioe_path
31-9093,Medical Equipment Preparers,-0.7762876,5329,Personal care workers in health services not elsewhere classified,1.0,-0.7762876,451899,Personal Service Workers nec,6.0,-0.12938126666666666
31-9093,Medical Equipment Preparers,-0.7762876,5329,Personal care workers in health services not elsewhere classified,1.0,-0.7762876,711411,Photographic Developer and Printer,6.0,-0.12938126666666666
31-9093,Medical Equipment Preparers,-0.7762876,5329,Personal care workers in health services not elsewhere classified,1.0,-0.7762876,711914,Sterilisation Technician,6.0,-0.12938126666666666
31-9094,Medical Transcriptionists,1.196181,3344,Medical secretaries,1.0,1.196181,512211,Health Practice Manager,2.0,0.5980905
31-9094,Medical Transcriptionists,1.196181,3344,Medical secretaries,1.0,1.196181,542114,Medical Receptionist,2.0,0.5980905
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,311216,Pathology Collector / Phlebotomist,6.0,-0.004748766666666667
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,423211,Dental Assistant,6.0,-0.004748766666666667
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,423311,Hospital Orderly,6.0,-0.004748766666666667
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,451899,Personal Service Workers nec,6.0,-0.004748766666666667
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,711411,Photographic Developer and Printer,6.0,-0.004748766666666667
31-9095,Pharmacy Aides,-0.0284926,5329,Personal care workers in health services not elsewhere classified,1.0,-0.0284926,711914,Sterilisation Technician,6.0,-0.004748766666666667
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,3240,Veterinary technicians and assistants,2.0,-0.2949744,311413,Life Science Technician,2.0,-0.1474872
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,3240,Veterinary technicians and assistants,2.0,-0.2949744,361311,Veterinary Nurse,2.0,-0.1474872
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361111,Dog Handler or Trainer,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361112,Horse Trainer,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361113,Pet Groomer,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361114,Zookeeper,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361115,Kennel Hand,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361199,Animal Attendants and Trainers nec,7.0,-0.0421392
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,-0.5899488,5164,Pet groomers and animal care workers,2.0,-0.2949744,361311,Veterinary Nurse,7.0,-0.0421392
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,311216,Pathology Collector / Phlebotomist,6.0,-0.04210058333333333
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,423211,Dental Assistant,6.0,-0.04210058333333333
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,423311,Hospital Orderly,6.0,-0.04210058333333333
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,451899,Personal Service Workers nec,6.0,-0.04210058333333333
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,711411,Photographic Developer and Printer,6.0,-0.04210058333333333
31-9097,Phlebotomists,-0.2526035,5329,Personal care workers in health services not elsewhere classified,1.0,-0.2526035,711914,Sterilisation Technician,6.0,-0.04210058333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,252299,Complementary Health Therapists nec,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,311211,Anaesthetic Technician,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,311212,Cardiac Technician,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,311214,Operating Theatre Technician,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,311299,Medical Technicians nec,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,411311,Diversional Therapist,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,3259,Health associate professionals not elsewhere classified,2.0,0.12603245,423314,Therapy Aide,7.0,0.018004635714285712
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,311216,Pathology Collector / Phlebotomist,6.0,0.021005408333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,423211,Dental Assistant,6.0,0.021005408333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,423311,Hospital Orderly,6.0,0.021005408333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,451899,Personal Service Workers nec,6.0,0.021005408333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,711411,Photographic Developer and Printer,6.0,0.021005408333333333
31-9099,"Healthcare Support Workers, All Other",0.2520649,5329,Personal care workers in health services not elsewhere classified,2.0,0.12603245,711914,Sterilisation Technician,6.0,0.021005408333333333
33-1011,First-Line Supervisors of Correctional Officers,-0.3614321,5413,Prison guards,1.0,-0.3614321,442111,Prison Officer,1.0,-0.3614321
33-1012,First-Line Supervisors of Police and Detectives,-0.1961966,3351,Customs and border inspectors,3.0,-0.06539886666666667,311313,Biosecurity Officer,3.0,-0.02179962222222222
33-1012,First-Line Supervisors of Police and Detectives,-0.1961966,3351,Customs and border inspectors,3.0,-0.06539886666666667,599511,Customs Officer,3.0,-0.02179962222222222
33-1012,First-Line Supervisors of Police and Detectives,-0.1961966,3351,Customs and border inspectors,3.0,-0.06539886666666667,599512,Immigration Officer,3.0,-0.02179962222222222
33-1012,First-Line Supervisors of Police and Detectives,-0.1961966,3355,Police inspectors and detectives,3.0,-0.06539886666666667,441311,Detective,1.0,-0.06539886666666667
33-1012,First-Line Supervisors of Police and Detectives,-0.1961966,5412,Police officers,3.0,-0.06539886666666667,441312,Police Officer,1.0,-0.06539886666666667
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3112,Civil engineering technicians,3.0,-0.212135,312112,Building Associate,5.0,-0.042427
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3112,Civil engineering technicians,3.0,-0.212135,312113,Building Inspector,5.0,-0.042427
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3112,Civil engineering technicians,3.0,-0.212135,312114,Construction Estimator,5.0,-0.042427
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3112,Civil engineering technicians,3.0,-0.212135,312116,Surveying or Spatial Science Technician,5.0,-0.042427
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3112,Civil engineering technicians,3.0,-0.212135,312212,Civil Engineering Technician,5.0,-0.042427
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,311499,Science Technicians nec,6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,312199,"Architectural, Building and Surveying Technicians nec",6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,312912,Metallurgical or Materials Technician,6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,312999,Building and Engineering Technicians nec,6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,399916,Plastics Technician,6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,3119,Physical and engineering science technicians not elsewhere classified,3.0,-0.212135,399918,Fire Protection Equipment Technician,6.0,-0.03535583333333333
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,-0.636405,5411,Fire-fighters,3.0,-0.212135,441212,Fire Fighter,1.0,-0.212135
33-2011,Firefighters,-1.287125,5411,Fire-fighters,1.0,-1.287125,441212,Fire Fighter,1.0,-1.287125
33-2021,Fire Inspectors and Investigators,-0.1516908,3112,Civil engineering technicians,2.0,-0.0758454,312112,Building Associate,5.0,-0.015169079999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3112,Civil engineering technicians,2.0,-0.0758454,312113,Building Inspector,5.0,-0.015169079999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3112,Civil engineering technicians,2.0,-0.0758454,312114,Construction Estimator,5.0,-0.015169079999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3112,Civil engineering technicians,2.0,-0.0758454,312116,Surveying or Spatial Science Technician,5.0,-0.015169079999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3112,Civil engineering technicians,2.0,-0.0758454,312212,Civil Engineering Technician,5.0,-0.015169079999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,311499,Science Technicians nec,6.0,-0.012640899999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,312199,"Architectural, Building and Surveying Technicians nec",6.0,-0.012640899999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,312912,Metallurgical or Materials Technician,6.0,-0.012640899999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,312999,Building and Engineering Technicians nec,6.0,-0.012640899999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,399916,Plastics Technician,6.0,-0.012640899999999998
33-2021,Fire Inspectors and Investigators,-0.1516908,3119,Physical and engineering science technicians not elsewhere classified,2.0,-0.0758454,399918,Fire Protection Equipment Technician,6.0,-0.012640899999999998
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,311499,Science Technicians nec,6.0,-0.056975649999999996
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,312199,"Architectural, Building and Surveying Technicians nec",6.0,-0.056975649999999996
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,312912,Metallurgical or Materials Technician,6.0,-0.056975649999999996
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,312999,Building and Engineering Technicians nec,6.0,-0.056975649999999996
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,399916,Plastics Technician,6.0,-0.056975649999999996
33-2022,Forest Fire Inspectors and Prevention Specialists,-0.3418539,3119,Physical and engineering science technicians not elsewhere classified,1.0,-0.3418539,399918,Fire Protection Equipment Technician,6.0,-0.056975649999999996
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,442214,Private Investigator,8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599111,Conveyancer,8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599112,Legal Executive,8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599211,Clerk of Court,8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599212,Court Bailiff or Sheriff (Aus) / Court Collections Officer (NZ),8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599213,Court Orderly (Aus) / Court Registry Officer (NZ),8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599214,Law Clerk,8.0,-0.0213157625
33-3011,Bailiffs,-0.1705261,3411,Legal and related associate professionals,1.0,-0.1705261,599215,Trust Officer,8.0,-0.0213157625
33-3012,Correctional Officers and Jailers,-0.6690897,5413,Prison guards,1.0,-0.6690897,442111,Prison Officer,1.0,-0.6690897
33-3021,Detectives and Criminal Investigators,0.1511265,3355,Police inspectors and detectives,1.0,0.1511265,441311,Detective,1.0,0.1511265
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,234314,Park Ranger,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,441211,Emergency Service Worker,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,442299,Security Officers and Guards nec,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,452414,Lifeguard,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,599599,Inspectors and Regulatory Officers nec,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,899913,Crossing Supervisor,7.0,-0.0722212
33-3031,Fish and Game Wardens,-0.5055484,5419,Protective services workers not elsewhere classified,1.0,-0.5055484,899923,Road Traffic Controller,7.0,-0.0722212
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,234314,Park Ranger,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,441211,Emergency Service Worker,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,442299,Security Officers and Guards nec,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,452414,Lifeguard,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,599599,Inspectors and Regulatory Officers nec,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,899913,Crossing Supervisor,7.0,-0.0896223
33-3041,Parking Enforcement Workers,-0.6273561,5419,Protective services workers not elsewhere classified,1.0,-0.6273561,899923,Road Traffic Controller,7.0,-0.0896223
33-3051,Police and Sheriff's Patrol Officers,-0.6402014,3351,Customs and border inspectors,2.0,-0.3201007,311313,Biosecurity Officer,3.0,-0.10670023333333334
33-3051,Police and Sheriff's Patrol Officers,-0.6402014,3351,Customs and border inspectors,2.0,-0.3201007,599511,Customs Officer,3.0,-0.10670023333333334
33-3051,Police and Sheriff's Patrol Officers,-0.6402014,3351,Customs and border inspectors,2.0,-0.3201007,599512,Immigration Officer,3.0,-0.10670023333333334
33-3051,Police and Sheriff's Patrol Officers,-0.6402014,5412,Police officers,2.0,-0.3201007,441312,Police Officer,1.0,-0.3201007
33-3052,Transit and Railroad Police,-0.7447406,5412,Police officers,1.0,-0.7447406,441312,Police Officer,1.0,-0.7447406
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,234314,Park Ranger,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,441211,Emergency Service Worker,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,442299,Security Officers and Guards nec,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,452414,Lifeguard,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,599599,Inspectors and Regulatory Officers nec,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,899913,Crossing Supervisor,7.0,-0.055751214285714286
33-9011,Animal Control Workers,-0.3902585,5419,Protective services workers not elsewhere classified,1.0,-0.3902585,899923,Road Traffic Controller,7.0,-0.055751214285714286
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,442214,Private Investigator,8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599111,Conveyancer,8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599112,Legal Executive,8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599211,Clerk of Court,8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599212,Court Bailiff or Sheriff (Aus) / Court Collections Officer (NZ),8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599213,Court Orderly (Aus) / Court Registry Officer (NZ),8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599214,Law Clerk,8.0,0.0768453125
33-9021,Private Detectives and Investigators,0.6147625,3411,Legal and related associate professionals,1.0,0.6147625,599215,Trust Officer,8.0,0.0768453125
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,442214,Private Investigator,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599111,Conveyancer,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599112,Legal Executive,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599211,Clerk of Court,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599212,Court Bailiff or Sheriff (Aus) / Court Collections Officer (NZ),8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599213,Court Orderly (Aus) / Court Registry Officer (NZ),8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599214,Law Clerk,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,3411,Legal and related associate professionals,2.0,0.2163712,599215,Trust Officer,8.0,0.0270464
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442211,"Alarm, Security or Surveillance Monitor",6.0,0.03606186666666667
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442212,Armoured Car Escort,6.0,0.03606186666666667
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442213,Crowd Controller,6.0,0.03606186666666667
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442215,Retail Loss Prevention Officer,6.0,0.03606186666666667
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442217,Security Officer,6.0,0.03606186666666667
33-9031,Gaming Surveillance Officers and Gaming Investigators,0.4327424,5414,Security guards,2.0,0.2163712,442299,Security Officers and Guards nec,6.0,0.03606186666666667
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442211,"Alarm, Security or Surveillance Monitor",6.0,-0.07046825
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442212,Armoured Car Escort,6.0,-0.07046825
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442213,Crowd Controller,6.0,-0.07046825
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442215,Retail Loss Prevention Officer,6.0,-0.07046825
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442217,Security Officer,6.0,-0.07046825
33-9032,Security Guards,-0.4228095,5414,Security guards,1.0,-0.4228095,442299,Security Officers and Guards nec,6.0,-0.07046825
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,234314,Park Ranger,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,441211,Emergency Service Worker,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,442299,Security Officers and Guards nec,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,452414,Lifeguard,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,599599,Inspectors and Regulatory Officers nec,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,899913,Crossing Supervisor,7.0,-0.05673801428571429
33-9091,Crossing Guards,-0.3971661,5419,Protective services workers not elsewhere classified,1.0,-0.3971661,899923,Road Traffic Controller,7.0,-0.05673801428571429
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,234314,Park Ranger,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,441211,Emergency Service Worker,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,442299,Security Officers and Guards nec,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,452414,Lifeguard,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,599599,Inspectors and Regulatory Officers nec,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,899913,Crossing Supervisor,7.0,-0.04516298571428572
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",-0.3161409,5419,Protective services workers not elsewhere classified,1.0,-0.3161409,899923,Road Traffic Controller,7.0,-0.04516298571428572
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442211,"Alarm, Security or Surveillance Monitor",6.0,-0.08715925000000001
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442212,Armoured Car Escort,6.0,-0.08715925000000001
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442213,Crowd Controller,6.0,-0.08715925000000001
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442215,Retail Loss Prevention Officer,6.0,-0.08715925000000001
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442217,Security Officer,6.0,-0.08715925000000001
33-9093,Transportation Security Screeners,-0.5229555,5414,Security guards,1.0,-0.5229555,442299,Security Officers and Guards nec,6.0,-0.08715925000000001
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,234314,Park Ranger,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,441211,Emergency Service Worker,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,442299,Security Officers and Guards nec,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,452414,Lifeguard,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,599599,Inspectors and Regulatory Officers nec,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,899913,Crossing Supervisor,7.0,-0.002455857142857143
33-9099,"Protective Service Workers, All Other",-0.017191,5419,Protective services workers not elsewhere classified,1.0,-0.017191,899923,Road Traffic Controller,7.0,-0.002455857142857143
35-1011,Chefs and Head Cooks,-0.1720309,3434,Chefs,1.0,-0.1720309,351311,Chef,1.0,-0.1720309
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,-0.1501443,3434,Chefs,2.0,-0.07507215,351311,Chef,1.0,-0.07507215
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,-0.1501443,5120,Cooks,2.0,-0.07507215,351411,Cook,1.0,-0.07507215
35-2011,"Cooks, Fast Food",-0.3906226,9411,Fast food preparers,1.0,-0.3906226,851111,Fast Food Cook,1.0,-0.3906226
35-2012,"Cooks, Institution and Cafeteria",-0.5586923,5120,Cooks,1.0,-0.5586923,351411,Cook,1.0,-0.5586923
35-2013,"Cooks, Private Household",-0.6394508,5120,Cooks,1.0,-0.6394508,351411,Cook,1.0,-0.6394508
35-2014,"Cooks, Restaurant",-0.7585588,5120,Cooks,1.0,-0.7585588,351411,Cook,1.0,-0.7585588
35-2015,"Cooks, Short Order",-0.5674362,5120,Cooks,2.0,-0.2837181,351411,Cook,1.0,-0.2837181
